iyear,imonth,country_txt,region_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,nkill,nwound,latitude,longitude,gname
2013,10,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2015,10,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,1.0,0.0,30.757133,20.237541,Barqa Province of the Islamic State
2013,12,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2015,11,Libya,Middle East & North Africa,Armed Assault,Military,Explosives,0.0,1.0,32.354923,15.105525,Unknown
2014,12,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2015,11,Libya,Middle East & North Africa,Armed Assault,Religious Figures/Institutions,Firearms,1.0,0.0,30.757133,20.237541,Barqa Province of the Islamic State
2014,3,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,2,Libya,Middle East & North Africa,Armed Assault,Religious Figures/Institutions,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2014,1,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2017,6,Libya,Middle East & North Africa,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,2.0,31.197586,16.586681,Unknown
2013,5,Libya,Middle East & North Africa,Armed Assault,Police,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2016,10,Libya,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,32.646988,14.260969,Tripoli Province of the Islamic State
2014,5,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,2,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,1.0,0.0,31.754255,14.007956,Unknown
2014,3,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,4,Libya,Middle East & North Africa,Armed Assault,Airports & Aircraft,Firearms,0.0,0.0,32.665246,13.152509,Unknown
2014,2,Libya,Middle East & North Africa,Armed Assault,Business,Firearms,0.0,0.0,32.069286,20.151144,Unknown
2013,8,Libya,Middle East & North Africa,Armed Assault,Journalists & Media,Firearms,0.0,0.0,32.069286,20.151144,Unknown
2017,10,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.699169,12.872308,Unknown
2016,2,Libya,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,32.867867,13.189067,Unknown
2013,11,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,2.0,0.0,32.069286,20.151144,Unknown
2013,11,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,7,Libya,Middle East & North Africa,Armed Assault,Business,Firearms,1.0,0.0,32.069286,20.151144,Muslim Brotherhood
2015,7,Libya,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,2.0,0.0,30.757133,20.237541,Barqa Province of the Islamic State
2013,10,Libya,Middle East & North Africa,Armed Assault,Military,Melee,2.0,0.0,32.069286,20.151144,Unknown
2014,4,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,0.0,0.0,32.069286,20.151144,Unknown
2013,6,Libya,Middle East & North Africa,Armed Assault,Police,Explosives,1.0,2.0,32.069286,20.151144,Takfir wal-Hijra (Excommunication and Exodus)
2014,3,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,1.0,0.0,32.069286,20.151144,Unknown
2016,1,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,0.0,0.0,32.416936,14.813014,Misrata Brigades
2014,6,Libya,Middle East & North Africa,Armed Assault,Business,Incendiary,0.0,0.0,32.808412,13.150967,Muslim extremists
2017,11,Libya,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0,31.068958,16.316759,Unknown
2014,1,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2013,6,Libya,Middle East & North Africa,Armed Assault,Police,Explosives,1.0,2.0,32.069286,20.151144,Takfir wal-Hijra (Excommunication and Exodus)
2017,5,Libya,Middle East & North Africa,Armed Assault,Police,Firearms,1.0,3.0,32.789396,12.190877,Unknown
2014,10,Libya,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2016,1,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2013,11,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,0.0,2.0,32.069286,20.151144,Unknown
2014,5,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,0.0,1.0,32.755737,12.723051,Unknown
2014,3,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,2.0,0.0,32.069286,20.151144,Unknown
2012,9,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,8,Libya,Middle East & North Africa,Armed Assault,Journalists & Media,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,12,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,10,Libya,Middle East & North Africa,Armed Assault,Government (Diplomatic),Firearms,0.0,0.0,32.811769,13.151737,Misrata Brigades
2016,2,Libya,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,32.760422,22.635265,Barqa Province of the Islamic State
2017,3,Libya,Middle East & North Africa,Armed Assault,Police,Firearms,1.0,0.0,32.646988,14.260969,Unknown
2016,4,Libya,Middle East & North Africa,Armed Assault,Other,Explosives,1.0,2.0,29.154917,16.156118,Fezzan Province of the Islamic State
2014,9,Libya,Middle East & North Africa,Armed Assault,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2012,7,Libya,Middle East & North Africa,Armed Assault,Government (General),Firearms,1.0,2.0,30.757133,20.237541,Unknown
2013,2,Libya,Middle East & North Africa,Armed Assault,Religious Figures/Institutions,Firearms,0.0,2.0,32.069286,20.151144,Unknown
2017,2,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,2.0,32.831712,21.687634,Muslim extremists
2017,5,Libya,Middle East & North Africa,Assassination,Government (General),Firearms,0.0,2.0,32.069286,20.151144,Unknown
2014,9,Libya,Middle East & North Africa,Assassination,Private Citizens & Property,Unknown,4.0,0.0,32.867867,13.189067,Unknown
2014,1,Libya,Middle East & North Africa,Assassination,Private Citizens & Property,Explosives,0.0,1.0,32.867867,13.189067,Unknown
2014,6,Libya,Middle East & North Africa,Assassination,Private Citizens & Property,Firearms,2.0,0.0,32.069286,20.151144,Unknown
2013,3,Libya,Middle East & North Africa,Assassination,Police,Explosives,0.0,0.0,32.867867,13.189067,Unknown
2012,12,Libya,Middle East & North Africa,Assassination,Police,Firearms,0.0,0.0,31.918644,22.429146,Unknown
2013,3,Libya,Middle East & North Africa,Assassination,Military,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2015,5,Libya,Middle East & North Africa,Assassination,Private Citizens & Property,Firearms,1.0,0.0,32.867867,13.189067,Unknown
2014,10,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,8,Libya,Middle East & North Africa,Assassination,Journalists & Media,Unknown,0.0,0.0,32.80849,13.150985,Unknown
2014,5,Libya,Middle East & North Africa,Assassination,Journalists & Media,Firearms,1.0,0.0,32.069286,20.151144,Muslim extremists
2013,6,Libya,Middle East & North Africa,Assassination,Terrorists/Non-State Militia,Firearms,1.0,2.0,32.069286,20.151144,Unknown
2016,5,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2014,4,Libya,Middle East & North Africa,Assassination,Government (General),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2014,9,Libya,Middle East & North Africa,Assassination,Government (General),Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Assassination,Private Citizens & Property,Firearms,1.0,0.0,32.760422,22.635265,Unknown
2014,1,Libya,Middle East & North Africa,Assassination,Government (General),Firearms,1.0,1.0,31.992317,12.331853,Unknown
2013,12,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,10,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,9,Libya,Middle East & North Africa,Assassination,Military,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2013,8,Libya,Middle East & North Africa,Assassination,Military,Firearms,0.0,1.0,32.867867,13.189067,Unknown
2015,11,Libya,Middle East & North Africa,Assassination,Government (General),Explosives,0.0,0.0,32.760742,21.757212,Unknown
2014,6,Libya,Middle East & North Africa,Assassination,Military,Firearms,0.0,0.0,32.808412,13.150967,Unknown
2014,1,Libya,Middle East & North Africa,Assassination,Government (General),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2014,10,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,10,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,6,Libya,Middle East & North Africa,Assassination,Government (General),Unknown,1.0,0.0,32.760422,22.635265,Unknown
2013,11,Libya,Middle East & North Africa,Assassination,Government (General),Explosives,1.0,0.0,32.760422,22.635265,Unknown
2014,2,Libya,Middle East & North Africa,Assassination,Police,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2016,7,Libya,Middle East & North Africa,Assassination,Government (General),Explosives,0.0,4.0,32.069286,20.151144,Unknown
2014,1,Libya,Middle East & North Africa,Assassination,Police,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2012,8,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,11,Libya,Middle East & North Africa,Assassination,Government (General),Firearms,1.0,0.0,31.197586,16.586681,Unknown
2016,7,Libya,Middle East & North Africa,Assassination,Journalists & Media,Firearms,1.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,5,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2014,2,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2014,9,Libya,Middle East & North Africa,Assassination,Military,Firearms,1.0,0.0,32.069286,20.151144,Unknown
2013,12,Libya,Middle East & North Africa,Assassination,Police,Firearms,1.0,0.0,31.197586,16.586681,Unknown
2013,10,Libya,Middle East & North Africa,Assassination,Police,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2014,4,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,11,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,0.0,31.197586,16.586681,Unknown
2015,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2016,2,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,1.0,0.0,32.791561,12.489026,Tripoli Province of the Islamic State
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,0.0,32.069286,20.151144,Barqa Province of the Islamic State
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.760422,22.635265,Barqa Province of the Islamic State
2016,7,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,5.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2017,6,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,2.0,30.757133,20.237541,Unknown
2014,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,30.757133,20.237541,Unknown
2014,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,7,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2013,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,3.0,3.0,32.069286,20.151144,Unknown
2016,5,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,1.0,3.0,29.154917,16.156118,Fezzan Province of the Islamic State
2016,11,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2013,7,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,0.0,32.867867,13.189067,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.807519,13.14794,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2013,10,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,11,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,1,Libya,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,0.0,0.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,7.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2015,1,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,4.0,4.0,32.069286,20.151144,Unknown
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,0.0,32.788338,21.967283,Barqa Province of the Islamic State
2012,12,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,10,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,21.0,43.0,32.063988,12.691492,Al-Zintan Revolutionaries' Military Council
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,8.0,11.0,32.069286,20.151144,Barqa Province of the Islamic State
2017,8,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,0.0,32.094952,20.268871,Unknown
2016,3,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,3.0,1.0,32.069286,20.151144,Unknown
2013,1,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,1,Libya,Middle East & North Africa,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0,32.760422,22.635265,Barqa Province of the Islamic State
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,3.0,32.760422,22.635265,Barqa Province of the Islamic State
2014,10,Libya,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0,32.760742,21.757212,Ansar al-Sharia (Libya)
2015,1,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2013,6,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,0.0,32.867867,13.189067,Unknown
2013,12,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,1.0,0.0,32.069286,20.151144,Unknown
2016,9,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,0.0,32.354923,15.105525,Tripoli Province of the Islamic State
2013,12,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,3.0,32.069286,20.151144,Unknown
2017,3,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.867867,13.189067,Unknown
2016,5,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,3.0,12.0,31.448914,15.256008,Tripoli Province of the Islamic State
2013,4,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.760742,21.757212,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,4.0,32.867867,13.189067,Unknown
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,6.0,20.0,32.069286,20.151144,Shura Council of Benghazi Revolutionaries
2014,11,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,20.0,32.073238,23.944855,Barqa Province of the Islamic State
2013,8,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,11,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,3.0,32.069286,20.151144,Unknown
2014,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,32.808658,13.150835,Unknown
2014,6,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,0.0,32.808412,13.150967,Unknown
2013,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0,32.867867,13.189067,Muslim extremists
2013,9,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2014,10,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,5,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,1.0,32.069286,20.151144,Unknown
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,0.0,32.867867,13.189067,Tripoli Province of the Islamic State
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,1.0,0.0,32.867867,13.189067,Unknown
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,31.197586,16.586681,Unknown
2016,7,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,13.0,35.0,32.069286,20.151144,Barqa Province of the Islamic State
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0,32.069286,20.151144,Haftar Militia
2017,1,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,6.0,32.069286,20.151144,Unknown
2017,1,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,1.0,10.0,32.069286,20.151144,Unknown
2016,11,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,3.0,20.0,32.069286,20.151144,Unknown
2016,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.468399,14.567225,Tripoli Province of the Islamic State
2014,4,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2013,6,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2016,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,4.0,10.0,31.448914,15.256008,Unknown
2016,2,Libya,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,2.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,February 17 Martyrs Brigade
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,1,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2013,8,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2016,4,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,2.0,1.0,31.63661,14.67643,Tripoli Province of the Islamic State
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2017,8,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,4.0,2.0,30.780207,17.837408,Tripoli Province of the Islamic State
2015,8,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,1.0,0.0,32.760422,22.635265,Barqa Province of the Islamic State
2015,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,1.0,32.069286,20.151144,Unknown
2015,8,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,8.0,14.0,32.760422,22.635265,Barqa Province of the Islamic State
2016,11,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,5.0,0.0,32.069286,20.151144,Unknown
2017,10,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,7.0,21.0,32.354923,15.105525,Tripoli Province of the Islamic State
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,2.0,32.069286,20.151144,Unknown
2016,9,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,3.0,0.0,31.211392,15.494519,Tripoli Province of the Islamic State
2017,2,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,1.0,2.0,32.760422,22.635265,Barqa Province of the Islamic State
2014,5,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,0.0,0.0,32.069286,20.151144,Haftar Militia
2014,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,4.0,32.063988,12.691492,Al-Sawaiq Brigade
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.760422,22.635265,Muslim extremists
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0,31.846124,12.229722,Muslim extremists
2016,6,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,3.0,0.0,31.05238,16.661961,Tripoli Province of the Islamic State
2015,1,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,3.0,32.867867,13.189067,Tripoli Province of the Islamic State
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,0.0,0.0,31.205314,16.588936,Tripoli Province of the Islamic State
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,4.0,32.821244,13.17363,Unknown
2015,11,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.788338,21.967283,Unknown
2013,7,Libya,Middle East & North Africa,Bombing/Explosion,Tourists,Explosives,0.0,0.0,32.760422,22.635265,Unknown
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2013,5,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2017,10,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.354923,15.105525,Tripoli Province of the Islamic State
2017,6,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,5,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,8.0,8.0,32.069286,20.151144,Barqa Province of the Islamic State
2017,1,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,31.203173,16.643446,Tripoli Province of the Islamic State
2014,6,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Haftar Militia
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,2.0,32.069286,20.151144,Haftar Militia
2016,12,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.795677,12.888114,Abu Obaida bin Jarrah Brigade
2015,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.760422,22.635265,Barqa Province of the Islamic State
2014,6,Libya,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0,32.094952,20.268871,Ansar al-Sharia (Libya)
2016,1,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,32.069286,20.151144,Barqa Province of the Islamic State
2014,11,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,1.0,32.867867,13.189067,Tripoli Province of the Islamic State
2015,6,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.073238,23.944855,Barqa Province of the Islamic State
2013,11,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.80849,13.150985,Unknown
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,3.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.809503,13.139968,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.80849,13.150985,Al-Qaqa Brigade
2017,2,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,February 17 Martyrs Brigade
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2013,6,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,0.0,32.867867,13.189067,Unknown
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,8,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,4.0,0.0,32.069286,20.151144,Barqa Province of the Islamic State
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.809503,13.139968,Unknown
2016,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,32.069286,20.151144,Unknown
